Fuel,Date,CCM,Horse_power,KW,Kms_run,Price,Name
Dízel,2015,2 143 cm³,170 LE,125 kW,210 000 km,4 650 000,MERCEDES-BENZ C 220 T BlueTEC/d 7G-TRONIC NAVIGÁCIÓ SPORT PACKET
Dízel,2014/11,2 143 cm³,170 LE,125 kW,182 000 km,4 490 000,MERCEDES-BENZ C 220 T BlueTEC d 19 AMG+gyári téli.magánszemélytől
Dízel,2015/5,2 143 cm³,170 LE,125 kW,205 000 km,4 690 000,MERCEDES-BENZ C 220 T BlueTEC d Panoráma.NAVI.LED.Sportbelső
Dízel,2012/11,2 143 cm³,170 LE,125 kW,150 000 km,4 698 000,MERCEDES-BENZ C 220 CDI BlueEFFICIENCY (Automata) AMG
Dízel,2013/10,2 143 cm³,170 LE,125 kW,106 354 km,4 699 000,MERCEDES-BENZ C 220 T CDI BlueEFFICIENCY Elegance
Dízel,2013/12,2 143 cm³,170 LE,125 kW,104 900 km,4 699 900,MERCEDES-BENZ C 220 CDI BlueEFFICIENCY FACELIFT-ES
Dízel,2015/5,2 143 cm³,170 LE,125 kW,306 000 km,4 750 000,MERCEDES-BENZ C 220 T BlueTEC/d 7G-TRONIC BŐR LED F1
Dízel,2015/1,2 143 cm³,170 LE,125 kW,229 444 km,4 799 000,MERCEDES-BENZ C 220 T BlueTEC d sérülésmentes. szervizkönyves
Dízel,2013/3,2 143 cm³,170 LE,125 kW,150 500 km,4 800 000,MERCEDES-BENZ C 220 T CDI BlueEFFICIENCY Avantgarde (Automata)
Dízel,2013/9,2 143 cm³,170 LE,125 kW,111 000 km,4 990 000,MERCEDES-BENZ C 220 T CDI BlueEFFICIENCY Avantgarde (Automata)
Dízel,2014/1,2 143 cm³,170 LE,125 kW,83 500 km,4 990 000,MERCEDES-BENZ C 220 T CDI BlueEFFICIENCY Avantgarde 85E.KM!! GYÁRI ÁLLAPOT!
Dízel,2015/5,2 143 cm³,170 LE,125 kW,150 084 km,4 990 000,MERCEDES-BENZ C 220 T BlueTEC d mo.. áfá-s
Dízel,2012/11,2 143 cm³,170 LE,125 kW,76 000 km,4 990 000,MERCEDES-BENZ C 220 CDI BlueEFFICIENCY Avantgarde (Automata)
Dízel,2014/9,2 143 cm³,170 LE,125 kW,179 000 km,4 998 000,MERCEDES-BENZ C 220 BlueTEC/d 7G-TRONIC Gyönyörű. LED. NAVI
Dízel,2015/12,2 143 cm³,170 LE,125 kW,211 000 km,4 999 000,MERCEDES-BENZ C 220 BlueTEC/d 7G-TRONIC
Dízel,2015/7,2 143 cm³,170 LE,125 kW,182 000 km,5 000 000,MERCEDES-BENZ C 220 T BlueTEC/d 7G-TRONIC
Dízel,2013/10,2 143 cm³,163 LE,120 kW,206 000 km,5 100 000,MERCEDES-BENZ C 220 BlueTEC/d BlueEFFICIENCY 7G-TRONIC
Dízel,2013/9,2 143 cm³,170 LE,125 kW,260 000 km,5 100 000,MERCEDES-BENZ C 220 CDI BlueEFFICIENCY Avantgarde
Dízel,2013/10,2 143 cm³,170 LE,125 kW,137 500 km,5 200 000,MERCEDES-BENZ C 220 T CDI BlueEFFICIENCY Avantgarde (Automata) AMG
Dízel,2014/6,2 143 cm³,163 LE,120 kW,102 000 km,5 250 000,MERCEDES-BENZ C 220 BlueTEC/d BlueEFFICIENCY 7G-TRONIC
Dízel,2015/3,2 143 cm³,163 LE,120 kW,181 000 km,5 298 000,MERCEDES-BENZ C 220 T BlueTEC d
Dízel,2015/1,2 143 cm³,170 LE,125 kW,222 000 km,5 299 000,MERCEDES-BENZ C 220 T BlueTEC d
Dízel,2014/10,2 143 cm³,170 LE,125 kW,148 594 km,5 488 888,MERCEDES-BENZ C 220 BlueTEC/d
Dízel,2014/12,2 143 cm³,170 LE,125 kW,164 000 km,5 490 000,MERCEDES-BENZ C 220 BlueTEC/d 7G-TRONIC
Dízel,2014/10,2 143 cm³,170 LE,125 kW,180 600 km,5 490 000,MERCEDES-BENZ C 220 T BlueTEC/d 7G-TRONIC BURMESTER. F1
Dízel,2015/3,2 143 cm³,170 LE,125 kW,132 232 km,5 490 000,MERCEDES-BENZ C 220 T BlueTEC/d 7G-TRONIC Navi-Tolatókamera-Áfa-s
Dízel,2016/1,2 143 cm³,170 LE,125 kW,181 000 km,5 499 999,MERCEDES-BENZ C 220 T BlueTEC/d 7G-TRONIC MEGA AKCIÓ+GARANCIA+SZERVIZK+NÉVRE ÍRVA+JÓ AUTÓ
Dízel,2014/11,2 143 cm³,170 LE,125 kW,127 000 km,5 690 000,MERCEDES-BENZ C 220 CDI BlueEFFICIENCY Avantgarde (Automata)
Dízel,2015/1,2 143 cm³,170 LE,125 kW,209 000 km,5 690 000,MERCEDES-BENZ C 220 T BlueTEC d Business-paket
Dízel,2016/1,2 143 cm³,170 LE,125 kW,236 122 km,5 698 000,MERCEDES-BENZ C 220 T BlueTEC/d 7G-TRONIC vezetett szervizkönyv
Dízel,2015/3,2 143 cm³,170 LE,125 kW,182 000 km,5 690 000,MERCEDES-BENZ C 220 T BlueTEC/d 7G-TRONIC
Dízel,2016/4,2 143 cm³,170 LE,125 kW,154 902 km,5 990 000,MERCEDES-BENZ C 220 T BlueTEC d
Dízel,2011,2 143 cm³,200 LE,147 kW,136 000 km,5 990 000,MERCEDES-BENZ C 220 CDI BlueEFFICIENCY Avantgarde (Automata) BRABUS!/Harman Kardon!
Dízel,2011/11,2 143 cm³,170 LE,125 kW,175 000 km,5 999 000,MERCEDES-BENZ C 220 CDI BlueEFFICIENCY (Automata) Edition 1
Dízel,2015/2,2 143 cm³,170 LE,125 kW,150 000 km,6 250 000,MERCEDES-BENZ C 220 T CDI BlueEFFICIENCY Avantgarde (Automata) DISTRONIC-PARK ASSIST-LED-SÁVTARTÓ !!!
Dízel,2015/3,2 143 cm³,170 LE,125 kW,124 100 km,6 390 000,MERCEDES-BENZ C 220 T BlueTEC/d 7G-TRONIC AKTÍV TEMPOMAT-NAVI-DIGIT KLÍMA-LED
Dízel,2015/6,2 143 cm³,170 LE,125 kW,88 119 km,6 399 000,MERCEDES-BENZ C 220 T CDI BlueEFFICIENCY Elegance (Automata)
Dízel,2016/8,2 143 cm³,170 LE,125 kW,169 000 km,6 499 000,MERCEDES-BENZ C 220 T BlueTEC/d 7G-TRONIC ÁFÁS ÁR!!
Dízel,2014/2,2 143 cm³,170 LE,125 kW,96 000 km,6 500 000,MERCEDES-BENZ C 220 BlueTEC/d
Dízel,2014/8,2 143 cm³,170 LE,125 kW,101 000 km,6 500 000,MERCEDES-BENZ C 220 BlueTEC/d
Dízel,2014/8,2 143 cm³,170 LE,125 kW,86 441 km,6 590 000,MERCEDES-BENZ C 220 BlueTEC/d 7G-TRONIC M.O.i . Vezetett szervizköny !
Dízel,2014/4,2 143 cm³,170 LE,125 kW,160 365 km,6 598 000,MERCEDES-BENZ C 220 BlueTEC/d 7G-TRONIC FÉLBŐR - 160e km - LED - NAVI - NAPFÉNYTETŐ!!!
Dízel,2016/4,2 143 cm³,170 LE,125 kW,160 250 km,6 700 000,MERCEDES-BENZ C 220 T d 4Matic 7G-TRONIC Számlaképes!!!
Dízel,2015/7,2 143 cm³,170 LE,125 kW,146 000 km,6 899 000,MERCEDES-BENZ C 220 CDI BlueEFFICIENCY Avantgarde (Automata) Led Navi Sávtartó Aktív Kormány Sport 2xPdc El. Ülések
Dízel,2016/5,2 143 cm³,170 LE,125 kW,139 600 km,6 990 000,MERCEDES-BENZ C 220 T BlueTEC/d 7G-TRONIC MAGYAR 1.TUL-NAVI-LED-TEMPOMAT!
Dízel,2015/2,2 143 cm³,170 LE,125 kW,94 000 km,6 990 000,MERCEDES-BENZ C 220 BlueTEC/d
Dízel,2016/10,2 143 cm³,163 LE,120 kW,189 000 km,6 990 000,MERCEDES-BENZ C 220 BlueTEC/d BlueEFFICIENCY 7G-TRONIC Sérülésmentes!magyarorszagi pappas-nal vásárolt és szervizért!
Dízel,2015,2 143 cm³,170 LE,125 kW,167 000 km,6 999 000,MERCEDES-BENZ C 220 T BLUETEC. DESIGNO! belső egyedi luxusérzet
Dízel,2014/12,2 143 cm³,211 LE,155 kW,170 000 km,6 999 000,MERCEDES-BENZ C 220 BlueTEC/d 7G-TRONIC AMG LINE/HEAD UP/B&O
Dízel,2015/9,2 143 cm³,170 LE,125 kW,174 000 km,6 999 000,MERCEDES-BENZ C 220 T CDI BlueEFFICIENCY Avantgarde
Dízel,2015/2,2 143 cm³,170 LE,125 kW,130 000 km,6 990 000,MERCEDES-BENZ C 220 BlueTEC/d 7G-TRONIC Excellent. AMG line. panoráma. full bőr. F1 váltó. AMG felni. téli -nyári garnit
Dízel,2015/2,2 143 cm³,170 LE,125 kW,61 454 km,7 290 000,MERCEDES-BENZ C 220 CDI BE T Avantgarde/Comand/PDC/Kamera
Dízel,2016,2 143 cm³,170 LE,125 kW,133 500 km,7 490 000,MERCEDES-BENZ C 220 T BlueTEC/d 7G-TRONIC
Dízel,2015/7,2 143 cm³,170 LE,125 kW,128 000 km,7 590 000,MERCEDES-BENZ C 220 T BlueTEC/d 7G-TRONIC AMG LINE
Dízel,2016/3,2 143 cm³,170 LE,125 kW,51 700 km,7 699 000,MERCEDES-BENZ C 220 T BlueTEC d 51700 KILOMÉTER.GARANTÁLT!
Dízel,2016/4,2 143 cm³,170 LE,125 kW,81 000 km,7 790 000,MERCEDES-BENZ C 220 BlueTEC/d 7G-TRONIC NAVI LED ÜLÉSFŰTÉS MAGYAR GARANCIÁLIS
Dízel,2016/7,2 143 cm³,170 LE,125 kW,72 500 km,7 799 000,MERCEDES-BENZ C 220 BlueTEC/d 7G-TRONIC AMG-Navi-Kamera-Bőr-70eKM!
Dízel,2016/4,2 143 cm³,170 LE,125 kW,75 000 km,7 800 000,MERCEDES-BENZ C 220 BlueTEC/d 7G-TRONIC
Dízel,2017/12,2 143 cm³,170 LE,125 kW,95 400 km,7 990 000,MERCEDES-BENZ C 220 T d 9G-TRONIC AVANTGARDE NIGHT LED. GYÁRI GARANCIÁVAL. SÉRÜLÉSMENTES
Dízel,2016/5,2 143 cm³,170 LE,125 kW,30 609 km,7 990 000,MERCEDES-BENZ C 220 BlueTEC/d 7G-TRONIC
Dízel,2017/2,2 143 cm³,170 LE,125 kW,90 815 km,7 990 000,MERCEDES-BENZ C 220 d T Avantgarde/Panoráma/LED/Tolatókamera
Dízel,2014/1,2 143 cm³,170 LE,125 kW,60 200 km,8 090 000,MERCEDES-BENZ C 220 CDI T/Comand/LED/Kamera
Dízel,2015/3,2 143 cm³,170 LE,125 kW,71 267 km,8 090 000,MERCEDES-BENZ C 220 d T Avantgarde/LED/Kamera/PDC
Dízel,2016/7,2 143 cm³,170 LE,125 kW,93 720 km,8 199 000,MERCEDES-BENZ C 220 T d 4Matic 7G-TRONIC AMG.összkerék.gyári garancia!
Dízel,2016/1,2 143 cm³,170 LE,125 kW,47 900 km,8 220 000,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC Panoráma. Xenon. Navi
Dízel,2015/6,2 143 cm³,170 LE,125 kW,119 000 km,8 499 999,MERCEDES-BENZ C 220 BlueTEC/d 7G-TRONIC AMG MAGYARORSZÁGI Full
Dízel,2016/3,2 143 cm³,170 LE,125 kW,52 500 km,8 790 000,MERCEDES-BENZ C 220 d 7G-TRONIC PLUS
Dízel,2015/11,2 143 cm³,170 LE,125 kW,91 477 km,8 790 000,MERCEDES-BENZ C 220 BlueTEC Avantgarde/Panoráma/COMAND/Kamera
Dízel,2015/7,2 143 cm³,170 LE,125 kW,76 801 km,8 790 000,MERCEDES-BENZ C 220 d Avantgarde/Comand/HUD/LED
Dízel,2017/4,2 143 cm³,170 LE,125 kW,40 000 km,8 880 000,MERCEDES-BENZ C 220 d 9G-TRONIC Avantgarde
Dízel,2018/4,2 143 cm³,170 LE,125 kW,31 667 km,9 299 000,MERCEDES-BENZ C 220 d 9G-TRONIC 31667KM ÚJSZERŰ
Dízel,2018/4,2 143 cm³,170 LE,125 kW,30 210 km,9 299 000,MERCEDES-BENZ C 220 d 9G-TRONIC Command. napfénytető. LED+
Dízel,2017/9,2 143 cm³,170 LE,125 kW,147 000 km,9 490 000,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC GARANCIÁLIS/AVANTGARDE BELSŐ/SOK EXTRA
Dízel,2014/10,2 143 cm³,170 LE,125 kW,81 403 km,9 490 000,MERCEDES-BENZ C 220 d Avatgarde/Comand/LED/Kamera
Dízel,2016/6,2 143 cm³,170 LE,125 kW,55 000 km,9 590 000,MERCEDES-BENZ C 220 BlueTEC/d 7G-TRONIC Mo-i! Újszerű!55ekm! Km-futás GARANCIA!
Dízel,2015/6,2 143 cm³,170 LE,125 kW,71 144 km,9 590 000,MERCEDES-BENZ C 220 d T AMG/LED/KEYLESSGO/Kamera
Dízel,2015/10,2 143 cm³,170 LE,125 kW,76 550 km,9 790 000,MERCEDES-BENZ C 220 T AMG-LINE/LED/Kamera/Parkolóradar
Dízel,2017/1,2 143 cm³,170 LE,125 kW,19 800 km,9 799 000,MERCEDES-BENZ C 220 BlueTEC/d 7G-TRONIC AMG - Line. ÁFA-s. Garanciális. Magyarországi
Dízel,2017/5,2 143 cm³,170 LE,125 kW,25 018 km,10 190 000,MERCEDES-BENZ C 220 d Avantgarde AMG 4M/LED/Navi/Sávtartó
Dízel,2018/6,2 143 cm³,170 LE,125 kW,18 200 km,10 199 000,MERCEDES-BENZ C 220 d 9G-TRONIC 2020.06.-ig Gyári Mercedes Garancia. első tulajdonostól. sérülésmentes
Dízel,2018/4,2 143 cm³,170 LE,125 kW,8 690 km,10 263 800,MERCEDES-BENZ C 220 d 9G-TRONIC
Dízel,2016/3,2 143 cm³,170 LE,125 kW,82 010 km,10 290 000,MERCEDES-BENZ C 220 T BlueTEC/d 7G-TRONIC Mo-i. Áfá-s. Garancia. 1 tulaj
Dízel,2018/4,2 143 cm³,170 LE,125 kW,29 125 km,10 390 000,MERCEDES-BENZ C 220 d Avangarde/Navi/LED/Parkolóradar
Dízel,2018/7,2 143 cm³,170 LE,125 kW,18 360 km,10 433 900,MERCEDES-BENZ C 220 T d 9G-TRONIC
Dízel,2018/3,2 143 cm³,170 LE,125 kW,29 460 km,10 490 000,MERCEDES-BENZ C 220 d 9G Avantgarde/Navi/LED/Napfénytető
Dízel,2019/1,1 950 cm³,194 LE,143 kW,36 400 km,10 500 000,MERCEDES-BENZ C 220 d 9G-TRONIC Avantgarde
Dízel,2016/6,2 143 cm³,170 LE,125 kW,39 000 km,10 550 000,MERCEDES-BENZ C 220 d Coupe
Dízel,2018/2,2 143 cm³,170 LE,125 kW,30 702 km,10 690 000,MERCEDES-BENZ C 220 d T Exclusive/Navi/ParkPilot/LED
Dízel,2018/6,2 143 cm³,170 LE,125 kW,7 768 km,10 890 000,MERCEDES-BENZ C 220 d T Avantgarde/Navi/360Kam/Légrugózás
Dízel,2017/1,2 143 cm³,170 LE,125 kW,26 900 km,10 990 000,MERCEDES-BENZ C 220 T d 4Matic 9G-TRONIC AMG. Matt fény. Légrugó. 4Matic
Dízel,2017/11,2 143 cm³,170 LE,125 kW,32 300 km,11 179 400,MERCEDES-BENZ C 220 T d 9G-TRONIC AMG Line
Dízel,2018/11,1 950 cm³,194 LE,143 kW,8 330 km,11 225 700,MERCEDES-BENZ C 220 T d 9G-TRONIC Avantgarde Aut. Facelift
Dízel,2017/3,2 143 cm³,170 LE,125 kW,40 000 km,11 400 000,MERCEDES-BENZ C 220 T d 4Matic 9G-TRONIC AMG FULL
Dízel,2018/11,1 950 cm³,194 LE,143 kW,10 400 km,11 590 000,MERCEDES-BENZ C 220 d 9G-TRONIC 194Le Facelift 10ekm! Avantgarde Distro Led Kamera Nagy Navi
Dízel,2018,1 950 cm³,194 L,143 kW,0,11 772 770,MERCEDES-BENZ C 220 T d 4Matic 9G-TRONIC
Dízel,2018/11,1 950 cm³,194 LE,143 kW,25 640 km,11 885 700,MERCEDES-BENZ C 220 d 9G-TRONIC Avantgarde
Dízel,2018/12,1 950 cm³,194 LE,143 kW,10 050 km,11 887 100,MERCEDES-BENZ C 220 d 9G-TRONIC Avantgarde
Dízel,2019/2,1 950 cm³,194 LE,143 kW,10 000 km,11 951 000,MERCEDES-BENZ C 220 T d 9G-TRONIC Vételár: 9.410.236.-Ft. + ÁFA
Dízel,2018/10,1 950 cm³,194 LE,143 kW,3 700 km,11 990 000,MERCEDES-BENZ C 220 d 9G-TRONIC MAGYARORSZÁGI.ÁFÁS!
Dízel,2018/5,2 143 cm³,170 LE,125 kW,29 100 km,11 990 000,MERCEDES-BENZ C 220 d T Avantgarde/Panoráma/LED/Parkolóradar
Dízel,2018/10,1 950 cm³,194 LE,143 kW,25 870 km,12 016 400,MERCEDES-BENZ C 220 T d 4Matic 9G-TRONIC Avantgarde Aut
Dízel,2019/5,1 950 cm³,194 LE,143 kW,7 787 km,12 350 000,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC AMG Mo.-i. Karcmentes. 4 ÉV GARANCIÁVAL!
Dízel,2019/1,1 950 cm³,194 LE,143 kW,21 000 km,12 460 000,MERCEDES-BENZ C 220 d 9G-TRONIC AMG
Dízel,2018/12,2 143 cm³,170 LE,125 kW,16 580 km,12 488 300,MERCEDES-BENZ C 220 d 9G-TRONIC AMG-Line 4 Matic
Dízel,2018/12,2 143 cm³,170 LE,125 kW,20 700 km,12 488 600,MERCEDES-BENZ C 220 d 9G-TRONIC AMG-Line 4 Matic
Dízel,2018/12,1 950 cm³,194 LE,143 kW,50 km,12 499 000,MERCEDES-BENZ C 220 d 9G-TRONIC
Dízel,2019/2,1 950 cm³,194 L,143 kW,0,12 546 584,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC Légrugós
Dízel,2017/6,2 143 cm³,170 LE,125 kW,57 000 km,12 590 000,MERCEDES-BENZ C 220 d Áfás
Dízel,2018/9,1 950 cm³,194 LE,143 kW,10 km,12 625 704,MERCEDES-BENZ C 220 d 9G-TRONIC BÖRZE ÁR !!!
Dízel,2019,1 950 cm³,194 L,143 kW,0,12 650 000,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC
Dízel,2018/12,2 143 cm³,170 LE,125 kW,11 840 km,12 857 600,MERCEDES-BENZ C 220 d 9G-TRONIC AMG-Line 4Matic Aut
Dízel,2018/5,2 143 cm³,170 LE,125 kW,12 000 km,12 950 000,MERCEDES-BENZ C 220 d 9G-TRONIC C220 d AMG Line
Dízel,2018/8,2 143 cm³,170 LE,125 kW,14 904 km,12 990 000,MERCEDES-BENZ C 220 d Coupe AMG/Alcantara/Kamera/Navi
Dízel,2016/9,2 143 cm³,170 LE,125 kW,38 162 km,12 990 000,MERCEDES-BENZ C 220 d Cabrio AMG/Kamera/Burmester/LED
Dízel,2018/5,2 143 cm³,170 LE,125 kW,14 000 km,12 999 999,MERCEDES-BENZ C 220 d 9G-TRONIC AMG.LEDlámpa.Panorámatető
Dízel,2018,1 950 cm³,194 L,143 kW,0,13 040 140,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC
Dízel,2019,1 950 cm³,194 LE,143 kW,10 km,13 290 000,MERCEDES-BENZ C 220 T d 4Matic 9G-TRONIC
Dízel,2018/1,2 143 cm³,170 LE,125 kW,33 098 km,13 590 000,MERCEDES-BENZ C 220 d 4M AMG/Navi/360Kam/HUD
Dízel,2018/1,1 950 cm³,194 LE,143 kW,10 km,13 639 530,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC
Dízel,2019,1 950 cm³,194 LE,143 kW,400 km,13 700 000,MERCEDES-BENZ C 220 d 9G-TRONIC Tesztautó BÖRZE ÁR !!!
Dízel,2019,1 950 cm³,194 LE,143 kW,24 000 km,13 790 000,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC
Dízel,2019/6,1 950 cm³,194 LE,143 kW,5 km,13 800 000,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC
Dízel,2018/10,1 950 cm³,194 L,143 kW,0,13 829 537,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC
Dízel,2018/1,2 143 cm³,170 LE,125 kW,12 070 km,13 999 000,MERCEDES-BENZ C 220 D AMG LINE 9G ILS LED
Dízel,2019/6,2 143 cm³,170 L,125 kW,0,14 670 506,MERCEDES-BENZ C 220 d 9G-TRONIC
Dízel,2019,1 950 cm³,194 L,143 kW,0,14 843 190,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC
Dízel,2019/6,1 950 cm³,194 LE,143 kW,2 000 km,14 986 761,MERCEDES-BENZ C 220 T d 4Matic 9G-TRONIC
Dízel,2019,1 950 cm³,194 L,143 kW,0,14 990 000,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC
Dízel,2019/3,1 950 cm³,194 LE,143 kW,6 000 km,14 990 000,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC AMG TESZTAUTÓ!
Dízel,2018/10,1 950 cm³,194 L,143 kW,0,15 016 987,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC
Dízel,2019/10,1 950 cm³,194 LE,143 kW,10 km,15 190 000,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC Coupe AMG
Dízel,2019,1 950 cm³,194 L,143 kW,0,15 290 000,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC Coupé
Dízel,2018/7,1 950 cm³,194 L,143 kW,0,15 529 585,MERCEDES-BENZ C 220 T d 4Matic 9G-TRONIC
Dízel,2019/6,1 950 cm³,194 L,143 kW,0,15 584 702,MERCEDES-BENZ C 220 T d 4Matic 9G-TRONIC
Dízel,2019/6,1 950 cm³,194 LE,143 kW,2 000 km,15 713 265,MERCEDES-BENZ C 220 T d 4Matic 9G-TRONIC
Dízel,2019/10,1 950 cm³,194 LE,143 kW,10 km,15 990 000,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC AMG
Dízel,2019/6,1 950 cm³,194 LE,143 kW,10 km,16 490 000,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC AMG
Dízel,2019/12,1 950 cm³,194 LE,143 kW,10 km,16 590 000,MERCEDES-BENZ C 220 T d 4Matic 9G-TRONIC AMG
Dízel,2019,1 950 cm³,194 L,143 kW,0,16 910 000,MERCEDES-BENZ C 220 d 9G-TRONIC Áfá-s
Dízel,2019,1 950 cm³,194 L,143 kW,0,16 990 000,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC ÁFÁ-s
Dízel,2019,1 950 cm³,194 L,143 kW,0,16 990 000,MERCEDES-BENZ C 220 d 9G-TRONIC Áfá-s
Dízel,2019/12,1 950 cm³,194 LE,143 kW,10 km,17 190 000,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC AMG
Dízel,2018/7,2 143 cm³,170 L,125 kW,0,17 322 838,MERCEDES-BENZ C 220 T d 4Matic 9G-TRONIC
Dízel,2019/8,1 950 cm³,194 LE,143 kW,3 000 km,17 520 000,MERCEDES-BENZ C 220 d T AMG*Burmester*
Dízel,2018/9,1 950 cm³,194 L,143 kW,0,17 654 206,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC
Dízel,2019/12,1 950 cm³,194 LE,143 kW,10 km,17 890 000,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC AMG
Dízel,2019/12,1 950 cm³,194 LE,143 kW,10 km,18 190 000,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC AMG
Dízel,2019/12,1 950 cm³,194 LE,143 kW,10 km,18 990 000,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC AMG
Dízel,2019/12,1 950 cm³,194 LE,143 kW,10 km,19 490 000,MERCEDES-BENZ C 220 T d 4Matic 9G-TRONIC AMG
Dízel,2019/12,1 950 cm³,194 LE,143 kW,10 km,19 490 000,MERCEDES-BENZ C 220 d 4Matic 9G-TRONIC AMG
